Pays,Annee,Esperance_de_vie,Taux_mortalite_adulte,Taux_mortalite_infantile,Alcool,Hepatite_b,Rougeole,IMC,Deces_chez_les_moins_de_5_ans,Poliomyelite,Diphtherie,VIH_SIDA,Malnutrition_5-9_ans
147,2015,53.7,484,4,,93,0,32.6,6,9,93,9.3,5.3
147,2014,52.1,522,4,0.01,93,0,32,6,9,93,9.4,5.6
147,2013,52.1,518,4,0.01,93,516,31.4,6,9,93,9.6,5.9
147,2012,52.2,513,4,0.01,95,179,3.8,6,93,95,9,6.2
147,2011,52.3,52,4,2.39,96,172,3.2,6,95,96,10.5,6.6
147,2010,51.1,527,4,2.71,93,2488,29.7,6,92,93,13.4,7
147,2009,49.4,566,4,2.75,91,0,29.2,6,89,91,18.2,7.4
147,2008,47.8,592,5,2.75,88,0,28.8,6,86,88,27.3,7.8
147,2007,46.2,633,4,2.69,9,2,28.3,6,87,88,30,8.3
147,2006,45.3,654,5,2.61,91,1,27.9,6,88,89,34.1,8.7
147,2005,44.5,675,5,2.67,87,0,27.4,6,88,89,34.8,9.2
147,2004,44.8,666,5,1.8,6,31,26.9,7,89,9,34.6,9.7
147,2003,45.5,648,5,1.99,17,1,26.4,7,9,9,33.8,1.1
147,2002,46.4,622,5,2.95,,0,25.9,7,84,84,32.5,1.6
147,2001,47.8,586,5,2.86,,217,25.4,7,78,78,31.2,11.1
147,2000,49.3,543,5,3.1,,660,24.9,7,82,83,29.8,11.6
121,2015,61.4,259,8,,52,1060,27.3,11,52,52,0.9,6.4
121,2014,58.1,329,8,0.01,5,34,26.7,11,49,5,0.9,6.5
121,2013,61.1,258,9,0.01,76,0,26.1,11,75,76,1.1,6.7
121,2012,67,261,9,0.01,8,43,25.6,12,8,8,1.2,6.9
121,2011,62,266,9,3.72,77,279,25,12,77,77,1.5,7
121,2010,59.7,272,9,3.64,47,2200,24.5,13,71,7,1.8,7.2
121,2009,59.2,277,10,3.75,64,6,24,13,84,81,2.1,7.4
121,2008,58.6,281,10,3.88,64,1,23.4,14,79,75,2.4,7.6
121,2007,57.9,286,10,04.03,,1,22.9,14,67,65,2.8,7.8
121,2006,56.7,32,11,04.05,,20,22.4,15,66,6,3,8.1
121,2005,55.3,316,12,4.19,,8,22,16,66,6,3.1,8.3
121,2004,54,329,12,4.24,,4,21.5,17,47,31,3.2,8.5
121,2003,50,42,13,4.21,,142,21.1,18,49,35,3.2,8.7
121,2002,56,371,13,4.27,,131,2.7,19,51,39,3.1,8.9
121,2001,51.5,333,14,4.4,,1379,2.4,20,54,42,3.1,9
121,2000,51.9,39,14,4.46,,5977,2.2,20,56,46,3.1,9.2
107,2015,72.7,138,1,,97,82,64.8,2,97,97,0.1,5.5
107,2014,72.4,143,2,0.01,94,372,63.8,2,94,94,0.1,5.5
107,2013,72.9,134,2,0.01,96,0,62.8,2,96,96,0.1,5.5
107,2012,72.9,133,2,0.01,98,320,61.8,2,98,98,0.1,5.4
107,2011,71.3,161,2,0.01,98,0,6.9,2,98,98,0.1,5.4
107,2010,72.8,132,2,0.01,98,0,59.9,2,98,98,0.1,5.4
107,2009,72.7,132,2,0.01,98,329,59,2,98,98,0.1,5.4
107,2008,72.6,132,2,0.01,98,8,58.2,2,98,98,0.1,5.4
107,2007,72.5,132,2,0.01,98,59,57.4,3,98,98,0.1,5.4
107,2006,72.2,134,2,0.01,98,1,56.7,3,98,98,0.1,5.4
107,2005,71.9,138,2,0.01,97,292,56,3,98,98,0.1,5.4
107,2004,71.5,141,2,0.01,99,2771,55.3,3,97,97,0.1,5.4
107,2003,71.3,144,3,0.01,96,0,54.6,3,95,95,0.1,5.4
107,2002,71.1,146,3,0.01,91,3890,54,3,93,93,0.1,5.4
107,2001,71,147,3,0.01,93,633,53.4,3,94,94,0.1,5.5
107,2000,78,148,3,0.01,92,0,52.8,3,94,94,0.1,5.5
141,2015,73.6,165,0,,94,50,62.4,0,93,93,0.1,2.6
141,2014,73.4,169,0,15.19,94,11,61.9,0,93,93,0.1,2.7
141,2013,73,178,0,15.04,93,35,61.4,0,93,93,0.1,2.7
141,2012,73,176,0,15.14,93,0,6.9,0,93,93,0.1,2.7
141,2011,72.8,18,0,12.66,95,7,6.5,0,92,92,0.1,2.8
141,2010,72.4,188,0,12.9,94,2,6,0,95,95,0.1,2.8
141,2009,72.2,192,0,12.4,95,0,59.7,0,98,98,0.1,2.9
141,2008,71.1,224,0,13.3,96,1,59.3,0,96,96,0.1,2.9
141,2007,72,24,0,13.4,96,0,59,0,95,95,0.1,3
141,2006,76,229,0,12.7,95,1,58.7,0,94,94,0.1,3
141,2005,78,222,0,12.3,95,1,58.4,0,93,94,0.1,3.1
141,2004,71.6,24,0,12.1,94,1,58.1,0,9,94,0.1,3.1
141,2003,71.6,22,0,11.29,95,1,57.8,0,91,94,0.1,3.2
141,2002,71.4,22,0,11,94,103,57.5,0,97,95,0.1,3.3
141,2001,71.2,21,0,10.2,95,7,57.2,0,97,95,0.1,3.3
141,2000,71.6,2,0,9.87,98,19,56.9,0,92,94,0.1,3.4
168,2015,82,63,0,,94,0,61.3,0,99,99,0.1,0.9
168,2014,81.7,65,0,11.12,94,0,6.9,0,99,99,0.1,0.9
168,2013,81.4,68,0,11.02,94,0,6.5,0,99,99,0.1,0.9
168,2012,81.1,7,0,11.34,94,2,6.1,0,99,99,0.1,0.9
168,2011,88,72,0,11.5,95,6,59.6,0,96,99,0.1,0.9
168,2010,86,73,0,11.36,94,0,59.2,0,96,99,0.1,0.9
168,2009,83,76,0,11.42,95,0,58.8,0,96,99,0.1,0.9
168,2008,80,8,0,11.53,94,1,58.4,0,96,99,0.1,0.9
168,2007,79.7,82,0,11.75,87,0,57.9,0,96,99,0.1,0.9
168,2006,79.4,85,0,11.98,95,8,57.5,0,99,99,0.1,0.9
168,2005,78.8,9,0,11.84,95,0,57,0,99,99,0.1,0.9
168,2004,78.7,92,0,12.42,94,0,56.4,0,99,99,0.1,0.9
168,2003,78.6,92,0,12.61,95,1,55.8,0,99,98,0.1,0.9
168,2002,78.3,95,0,12.91,95,0,55.2,0,99,99,0.1,0.9
168,2001,78,96,0,12.89,86,0,54.6,0,99,99,0.1,1
168,2000,77.8,98,0,13.14,77,0,54,0,99,99,0.1,1
50,2015,65.5,22,28,,69,3,2.5,38,71,69,0.3,7.1
50,2014,65.1,225,29,0.01,73,3,2,39,73,73,0.3,7.1
50,2013,64.7,23,29,0.87,74,6,19.5,40,73,74,0.4,7.2
50,2012,64.3,235,30,0.87,7,2,19,42,71,7,0.4,7.3
50,2011,63.8,241,31,0.97,73,0,18.5,43,73,73,0.4,7.4
50,2010,63.3,248,32,01.03,7,1,18,45,7,7,0.5,7.5
50,2009,62.8,254,33,0.91,77,0,17.6,47,76,77,0.5,7.6
50,2008,62.3,259,34,0.68,77,3,17.1,49,77,77,0.5,7.7
50,2007,61.9,261,35,0.71,84,0,16.7,51,83,84,0.6,7.8
50,2006,61.4,263,36,0.68,82,2,16.3,54,83,85,0.6,7.9
50,2005,69,265,37,0.72,81,0,15.8,56,8,85,0.6,8
50,2004,64,267,38,0.81,71,35558,15.4,58,74,78,0.6,8.1
50,2003,59.9,268,40,0.93,61,62233,15,60,65,66,0.7,8.3
50,2002,59.3,271,41,0.9,51,10795,14.7,63,61,62,0.7,8.4
50,2001,58.7,276,42,01.05,,9357,14.3,65,6,6,0.7,8.5
50,2000,57.9,283,44,1.16,,35256,13.9,68,58,57,0.6,8.6
62,2015,58.3,365,26,,88,0,19.6,38,88,88,4.8,6.2
62,2014,57.6,377,27,0.01,91,3,19.2,40,87,91,5.1,6.3
62,2013,56.7,394,29,0.01,89,1,18.8,42,89,89,6.3,6.4
62,2012,55.3,42,31,0.01,96,11,18.4,46,95,96,8.3,6.5
62,2011,54.1,441,32,1.23,97,26,18,50,97,97,11.2,6.6
62,2010,52.9,462,35,01.08,93,118712,17.6,54,86,93,13.7,6.7
62,2009,51.5,491,36,1.16,93,21,17.3,56,93,93,14.9,6.8
62,2008,50,525,36,1.27,91,20,16.9,58,92,91,16.9,6.9
62,2007,48.5,559,37,1.18,87,143,16.6,59,88,87,19.3,7
62,2006,47.1,587,38,1.18,99,1,16.2,61,99,99,21.1,7.1
62,2005,46,66,39,01.04,93,184,15.9,62,94,93,22.4,7.2
62,2004,45.1,615,40,1.11,89,1116,15.5,65,94,89,23.4,7.4
62,2003,44.6,613,43,01.08,84,167,15.2,70,85,84,24.2,7.5
62,2002,44,67,46,1.1,64,92,14.8,75,79,64,24.7,7.6
62,2001,43.5,599,48,1.15,,150,14.4,80,86,9,25.1,7.7
62,2000,43.1,588,51,1.18,,304,14.1,84,73,75,25.5,7.9
45,2015,75,123,4,,99,1318,4.6,4,99,99,0.1,7.3
45,2014,74.8,126,4,0.52,96,221,39.5,4,97,97,0.1,7.4
45,2013,74.6,128,3,0.53,96,195,38.5,4,97,97,0.1,7.6
45,2012,74.5,129,3,0.53,97,1868,37.4,4,97,97,0.1,7.7
45,2011,74.3,13,3,0.51,96,1569,36.3,4,96,96,0.1,7.8
45,2010,74.1,131,3,0.49,96,73,35.3,4,96,96,0.1,8
45,2009,74,131,3,0.47,96,153,34.4,4,97,97,0.1,8.2
45,2008,73.8,132,3,0.47,97,334,33.4,4,97,97,0.1,8.3
45,2007,73.7,133,3,0.43,96,394,32.5,4,97,97,0.1,8.5
45,2006,73.6,134,3,0.42,95,564,31.6,4,95,95,0.1,8.6
45,2005,73.4,135,3,0.46,96,1407,3.7,4,96,96,0.1,8.8
45,2004,73.2,137,3,0.49,94,5729,29.8,4,95,95,0.1,8.9
45,2003,73.1,138,3,0.48,95,632,28.8,4,96,96,0.1,9.1
45,2002,72.9,14,4,0.49,95,408,27.9,4,94,94,0.1,9.3
45,2001,72.7,144,4,0.53,95,2198,27,5,95,96,0.1,9.4
45,2000,72.4,149,4,0.54,97,6187,26,5,98,98,0.1,9.6
174,2015,78.5,61,0,,99,0,27.4,0,99,99,0.1,13.6
174,2014,78.2,62,0,0.01,99,0,26.2,0,99,99,0.1,13.7
174,2013,77.9,64,0,0.01,99,0,25.1,0,99,99,0.1,13.8
174,2012,77.6,65,0,0.01,99,0,24.1,0,99,99,0.1,13.9
174,2011,77.3,67,0,1.92,96,0,23.1,0,96,96,0.1,14
174,2010,76.7,73,0,1.83,97,0,22.1,0,97,96,0.1,14.1
174,2009,76.3,75,0,1.59,98,6,21.2,0,98,98,0.1,14.2
174,2008,75.9,81,0,1.76,98,0,2.3,0,98,98,0.1,14.3
174,2007,75.4,82,0,1.78,98,20,19.5,0,98,98,0.1,14.4
174,2006,75,88,0,1.62,98,47,18.7,0,98,98,0.1,14.5
174,2005,74.3,93,0,1.47,98,1395,18,0,98,98,0.1,14.5
174,2004,73.4,16,0,1.6,97,37,17.3,0,96,96,0.1,14.6
174,2003,72.7,112,0,1.75,98,75,16.7,0,98,98,0.1,14.7
174,2002,71.8,124,0,1.95,98,926,16.2,0,98,98,0.1,14.7
174,2001,78,129,0,1.98,98,0,15.6,0,97,98,0.1,14.8
174,2000,69.6,139,0,1.83,96,20,15.2,0,98,98,0.1,14.8
59,2015,58.2,266,52,,64,215,23.8,84,66,64,1.5,7.5
59,2014,57.8,272,52,0.01,73,290,23.2,85,74,73,1.6,7.7
59,2013,57.3,275,53,0.01,69,221,22.5,86,7,69,1.6,7.9
59,2012,57.2,27,53,0.01,66,341,21.9,88,72,66,1.5,8.1
59,2011,56.8,271,54,0.61,66,24,21.3,90,72,66,1.5,8.3
59,2010,56.5,273,54,0.6,72,1719,2.7,91,77,73,1.5,8.5
59,2009,56,276,55,0.59,71,2939,2.2,93,77,73,1.6,8.8
59,2008,55.5,278,55,0.57,74,98,19.6,94,74,74,1.6,9
59,2007,55,282,56,0.55,74,2,19,96,76,74,1.7,9.3
59,2006,54.3,288,57,0.53,9,128,18.5,98,79,78,1.8,9.5
59,2005,53.6,29,57,0.55,83,33,18,101,78,77,1.9,9.7
59,2004,52.8,296,58,0.49,73,172,17.5,103,7,69,2,1
59,2003,52,299,59,0.54,79,232,17,106,67,63,2.2,1.2
59,2002,51.2,31,60,0.53,,717,16.5,108,65,61,2.3,1.5
59,2001,55,34,60,0.51,,4464,16.1,110,56,49,2.4,1.7
59,2000,49.8,37,60,0.47,,1578,15.6,111,53,43,2.5,1.9
173,2015,81.7,54,0,,95,2,69.6,0,97,97,0.1,0.8
173,2014,81.4,55,0,8.49,9,0,69.2,0,99,99,0.1,0.8
173,2013,81.1,57,0,8.58,94,0,68.8,0,99,99,0.1,0.7
173,2012,81,58,0,7.67,93,0,68.4,0,99,99,0.1,0.7
173,2011,87,59,0,6.91,82,3,68,0,96,96,0.1,0.7
173,2010,83,62,0,7.91,75,0,67.6,0,76,76,0.1,0.7
173,2009,82,63,0,7.38,86,1,67.1,0,73,73,0.1,0.7
173,2008,80,64,0,7.14,86,1,66.6,0,72,72,0.1,0.7
173,2007,79.6,65,0,7.45,82,2,66.1,0,76,74,0.1,0.7
173,2006,79.3,66,0,8.84,86,1,65.6,0,83,85,0.1,0.7
173,2005,79,67,0,6.41,85,6,65,0,94,92,0.1,0.7
173,2004,78.7,69,0,6.53,85,4,64.5,0,89,89,0.1,0.7
173,2003,78.5,71,0,6.7,89,4,63.9,0,94,94,0.1,0.7
173,2002,78.2,75,0,5.73,,7,63.4,0,95,95,0.1,0.7
173,2001,77.8,79,0,5.62,,2,62.8,0,95,95,0.1,0.7
173,2000,77.5,8,0,5.59,,2,62.3,0,94,94,0.1,0.7
215,2013,,,0,0.01,8,0,81.6,0,79,79,0.1,0.1
126,2015,63.1,25,8,,73,1,3.8,12,67,73,0.9,7.5
126,2014,63,26,8,0.01,84,14,3.1,12,84,84,0.9,7.7
126,2013,62.7,28,8,0.01,8,62,29.4,12,8,8,1.1,7.9
126,2012,62.5,29,8,0.01,8,35,28.8,12,8,8,1.2,8.1
126,2011,62.2,212,8,0.01,75,234,28.1,12,73,75,1.2,8.3
126,2010,62,214,8,0.01,64,1292,27.4,12,52,64,1.2,8.5
126,2009,61.7,215,8,0.01,64,322,26.8,12,63,64,1.2,8.7
126,2008,61.4,217,8,0.02,74,4,26.1,12,73,74,1.3,8.9
126,2007,61.2,219,8,0.02,74,11,25.5,12,75,75,1.3,9.1
126,2006,69,221,8,0.01,68,22,24.8,12,68,68,1.3,9.4
126,2005,66,223,8,0.01,42,127,24.2,12,71,71,1.3,9.6
126,2004,64,224,8,0.01,,5039,23.6,12,68,7,1.3,9.8
126,2003,63,226,8,0.01,,3611,22.9,12,75,76,1.3,1.1
126,2002,62,228,7,0.02,,883,22.3,12,91,89,1.2,1.3
126,2001,61,229,7,0.01,,1398,21.7,12,75,75,1.2,1.5
126,2000,60,23,7,0.03,,0,21.1,11,58,51,1.1,1.7
157,2015,74.6,146,0,,97,0,33.3,0,98,97,0.1,6.8
157,2014,74.2,148,0,0.01,97,0,32.8,0,98,97,0.1,6.9
157,2013,74.1,147,0,0.01,98,0,32.3,0,98,98,0.1,7
157,2012,73.9,154,0,0.01,98,0,31.8,0,98,98,0.1,7
157,2011,73.6,158,0,03.03,98,2,31.3,0,98,98,0.1,7.1
157,2010,73.3,163,0,2.95,99,12,3.7,0,99,99,0.2,7.2
157,2009,72.8,166,0,2.83,99,15,3.2,0,99,99,0.1,7.3
157,2008,72.7,166,0,2.49,99,12,29.7,0,99,99,0.1,7.3
157,2007,72.9,161,0,3.24,97,13,29.1,0,96,97,0.1,7.4
157,2006,71.8,165,0,3.73,97,3,28.6,0,98,97,0.1,7.5
157,2005,72.1,168,0,3.94,97,7,28,0,97,97,0.1,7.6
157,2004,71.9,168,0,4.16,98,28,27.5,0,98,98,0.1,7.7
157,2003,71.5,174,0,04.08,97,777,26.9,0,99,99,0.1,7.8
157,2002,71.5,179,0,4.14,88,0,26.4,0,88,88,0.1,7.9
157,2001,71.5,177,0,4.38,92,0,25.8,0,93,92,0.1,8
157,2000,71,177,0,4.6,88,0,25.3,0,88,88,0.1,8.1
10,2015,76.7,122,30,,82,0,63.5,35,87,87,0.1,1.5
10,2014,76.6,122,31,5.26,84,3,62.8,36,87,87,0.1,1.5
10,2013,76.6,12,32,5.23,82,0,62.1,37,83,83,0.1,1.5
10,2012,76.3,123,33,5.29,99,0,61.5,38,99,99,0.1,1.5
10,2011,76.1,124,34,5.3,98,3,6.8,39,97,97,0.1,1.6
10,2010,75.6,127,35,5.21,93,0,6.1,40,95,95,0.1,1.6
10,2009,75.7,13,36,5.27,95,0,59.4,42,95,95,0.1,1.6
10,2008,75.6,127,37,5.36,97,0,58.7,43,96,96,0.1,1.6
10,2007,76,123,38,5.35,98,0,57.9,45,98,98,0.1,1.7
10,2006,75.8,125,40,5.11,98,23,57.2,47,98,98,0.1,1.7
10,2005,75.3,126,42,4.93,98,6,56.4,49,98,98,0.1,1.7
10,2004,75.4,124,44,4.9,98,64,55.7,52,98,98,0.1,1.8
10,2003,75,127,46,4.88,98,44,54.9,55,98,98,0.1,1.8
10,2002,75,127,49,4.77,97,0,54.1,58,98,97,0.1,1.8
10,2001,75,126,52,4.86,97,3,53.2,62,97,97,0.1,1.9
10,2000,74.8,129,55,4.99,97,30,52.4,66,97,97,0.1,1.9
194,2015,69.4,166,0,,78,0,69.4,0,71,72,0.1,0.2
194,2014,69.4,164,0,1.58,81,140,68.7,0,76,77,0.1,0.2
194,2013,69.2,166,0,1.67,83,0,68.1,0,81,81,0.1,0.2
194,2012,69,168,0,2.98,82,0,67.5,0,81,81,0.1,0.2
194,2011,68.9,169,0,1.89,83,0,67,0,83,84,0.1,0.2
194,2010,68.7,171,0,1.76,88,0,66.4,0,85,85,0.1,0.2
194,2009,68.5,172,0,02.06,89,0,65.8,0,81,91,0.1,0.2
194,2008,68.4,174,0,1.97,89,0,65.2,0,88,85,0.1,0.2
194,2007,68.2,175,0,1.64,9,0,64.7,0,79,79,0.1,0.2
194,2006,68,176,0,1.73,84,0,64.1,0,81,67,0.1,0.2
194,2005,67.9,178,0,1.9,91,0,63.6,0,94,94,0.1,0.2
194,2004,67.7,179,0,02.02,8,0,63.2,0,82,78,0.1,0.2
194,2003,67.5,18,0,3.15,89,0,62.8,0,88,92,0.1,0.2
194,2002,66.2,21,0,2.78,85,0,62.4,0,84,84,0.1,0.2
194,2001,67.2,183,0,2.82,81,0,62,0,79,75,0.1,0.2
194,2000,67,185,0,2.23,87,0,61.5,0,85,85,0.1,0.3
217,2013,,,0,0.01,99,0,,0,99,99,0.1,
134,2015,68.8,222,1,,99,20359,52.7,1,99,99,0.1,2.3
134,2014,68.4,225,1,0.01,99,0,51.5,1,99,99,0.1,2.3
134,2013,68.1,227,1,0.01,98,0,5.4,1,98,98,0.1,2.3
134,2012,67.8,231,1,0.01,99,0,49.2,2,99,99,0.1,2.3
134,2011,67.3,235,1,0.01,99,0,48,2,99,99,0.1,2.3
134,2010,66.3,25,1,5.8,96,7,46.9,2,96,96,0.1,2.3
134,2009,66.9,235,1,4.61,97,8,45.9,2,96,95,0.1,2.3
134,2008,67.4,225,2,4.26,96,31,44.9,2,95,96,0.1,2.3
134,2007,65.9,26,2,3.79,98,12,43.9,2,99,95,0.1,2.4
134,2006,65,271,2,2.91,98,26,43,2,98,99,0.1,2.4
134,2005,64.5,274,2,2.75,98,0,42.1,2,99,99,0.1,2.4
134,2004,64,284,2,1.75,98,0,41.3,2,99,99,0.1,2.4
134,2003,64,271,2,1.31,98,18,4.5,2,98,98,0.1,2.5
134,2002,63.8,263,2,2.43,98,1205,39.8,2,98,98,0.1,2.5
134,2001,63.2,266,2,2.87,95,10677,39.1,3,95,95,0.1,2.6
134,2000,62.8,274,2,2.79,93,925,38.5,3,94,94,0.1,2.6
169,2015,76.1,16,0,,82,0,61.8,0,89,89,0.1,1.8
169,2014,75.9,17,0,0.01,87,0,61.3,0,91,91,0.1,1.9
169,2013,75.8,19,0,0.01,9,0,6.7,0,94,94,0.1,1.9
169,2012,75.6,11,0,0.01,9,0,6.2,0,94,94,0.1,1.9
169,2011,75.4,113,0,6.56,91,5,59.7,0,95,95,0.1,2
169,2010,75.3,115,0,6.56,9,5,59.1,0,93,94,0.1,2
169,2009,75,117,0,6.45,87,0,58.5,0,91,92,0.1,2.1
169,2008,74.6,121,0,6.17,93,0,57.8,0,95,95,0.1,2.1
169,2007,74.2,125,0,4.98,9,0,57.2,0,92,92,0.1,2.2
169,2006,73.8,13,0,5.38,9,0,56.5,0,9,9,0.1,2.2
169,2005,73.6,133,0,,,0,55.7,0,,,0.1,2.3
169,2004,73.5,134,0,0.01,,0,55,0,,,0.1,2.4
169,2003,73.5,134,0,0.01,,0,54.2,0,,,0.1,2.4
169,2002,73.4,136,0,0.01,,0,53.5,0,,,0.1,2.5
169,2001,73.3,136,0,0.01,,0,52.7,0,,,0.1,2.6
169,2000,73,144,0,0.01,,0,51.9,0,,,0.1,2.7
40,2015,74.3,95,17,,99,17,58.5,20,99,99,0.1,6.2
40,2014,74.1,96,18,0.43,99,10,57.5,21,99,99,0.1,6.2
40,2013,73.9,97,18,0.45,99,92,56.5,21,99,99,0.1,6.2
40,2012,73.6,99,19,0.55,99,668,55.5,22,99,99,0.1,6.2
40,2011,73.3,14,19,0.54,98,982,54.6,22,98,99,0.1,6.2
40,2010,72.8,11,20,0.56,98,633,53.6,23,99,99,0.1,6.2
40,2009,72.3,116,20,0.62,98,834,52.7,23,99,99,0.1,6.2
40,2008,71.8,123,21,0.51,97,1455,51.7,24,99,99,0.1,6.3
40,2007,71.4,128,21,0.56,95,2248,5.8,25,95,95,0.1,6.3
40,2006,71,133,22,0.58,95,1217,49.9,25,97,97,0.1,6.3
40,2005,77,137,22,0.47,96,0,49.1,26,98,98,0.1,6.3
40,2004,72,142,23,0.56,95,6399,48.2,27,97,97,0.1,6.4
40,2003,69.9,146,24,0.58,9,10841,47.3,28,91,91,0.1,6.4
40,2002,69.5,15,25,0.46,92,6000,46.5,29,94,94,0.1,6.5
40,2001,69,155,26,0.46,84,2724,45.7,30,93,96,0.1,6.5
40,2000,68.6,16,27,0.45,43,7368,44.8,32,95,95,0.1,6.6
48,2015,57.6,355,60,,8,79,22.6,81,8,8,3.9,3.5
48,2014,56.7,375,61,0.01,79,9,22.2,84,79,79,4.1,3.5
48,2013,55.3,46,62,1.16,78,8,21.8,87,78,78,5.1,3.5
48,2012,54.8,48,64,1.19,76,145,21.3,90,73,76,6.9,3.5
48,2011,54.3,47,66,0.94,76,177,2.9,94,73,76,9.6,3.6
48,2010,54,47,69,0.96,74,2321,2.5,98,73,74,10.8,3.6
48,2009,53.8,4,70,1.18,74,60,2.1,101,74,74,11.3,3.6
48,2008,53.2,45,72,1.48,75,4,19.7,104,74,75,12.6,3.7
48,2007,52.1,425,74,01.03,75,267,19.3,108,75,75,14.1,3.7
48,2006,51.2,434,78,1.2,75,183,18.9,113,73,78,16.3,3.7
48,2005,58,434,80,1.23,75,12598,18.5,117,71,8,16.2,3.8
48,2004,54,429,82,1.54,76,9396,18.1,120,69,83,15.9,3.8
48,2003,51,424,85,1.68,76,28898,17.7,124,67,85,15.3,3.9
48,2002,49.8,416,87,2.16,76,7155,17.3,127,76,76,14.5,4
48,2001,49.5,48,90,02.09,25,7085,16.9,132,72,73,13.4,4
48,2000,49,43,93,1.14,,7375,16.5,136,69,7,12.2,4.1
26,2015,66.6,199,39,,89,6,23.8,50,89,89,0.3,13
26,2014,66.4,21,40,0.01,88,122,22.9,52,88,88,0.3,13.1
26,2013,66.2,22,42,0.7,75,1010,22.1,55,76,75,0.4,13.2
26,2012,65.9,25,44,0.55,58,2175,21.3,58,87,84,0.5,13.2
26,2011,65.6,27,47,0.33,4,2046,2.5,61,9,84,0.5,13.3
26,2010,65.4,29,49,0.3,92,190,19.8,65,9,9,0.5,13.3
26,2009,65.2,211,52,0.28,91,329,19.1,69,9,9,0.6,13.4
26,2008,59.2,296,59,0.3,85,333,18.3,96,85,85,0.6,13.4
26,2007,64.5,217,58,0.26,85,1088,17.6,78,84,86,0.6,13.5
26,2006,64.2,22,61,0.28,75,760,17,83,82,82,0.6,13.5
26,2005,63.9,224,64,0.28,62,314,16.4,87,86,73,0.5,13.6
26,2004,63.5,228,66,0.44,39,1329,15.7,90,92,82,0.5,13.6
26,2003,63.2,231,69,0.4,8,830,15.2,93,86,78,0.5,13.6
26,2002,62.8,235,71,0.41,,736,14.6,96,84,79,0.4,13.7
26,2001,62.5,239,72,0.38,,2519,14.1,98,77,73,0.4,13.7
26,2000,62.1,243,73,0.35,,845,13.6,100,88,82,0.4,13.7
145,2015,65.8,248,2,,92,212,35.7,3,92,92,2.1,8.1
145,2014,65.9,242,2,0.01,88,477,34.9,3,88,88,2.2,8.5
145,2013,66.1,232,3,0.01,89,1028,34.1,3,89,89,2.5,8.9
145,2012,65.8,232,3,0.01,84,86,33.3,4,84,84,3.7,9.4
145,2011,64.3,268,3,7.84,82,79,32.5,4,85,82,4.7,9.9
145,2010,63,299,3,7.58,83,3138,31.8,4,83,83,6.2,1.4
145,2009,62.4,36,3,7.99,,4076,31,4,83,83,8.7,1.9
145,2008,61.7,317,3,6.28,,0,3.2,4,83,83,11.7,11.4
145,2007,60,356,3,5.12,,21,29.4,4,81,86,15.2,12
145,2006,57,431,3,4.94,,3,28.7,4,74,86,19.2,12.6
145,2005,55.1,477,3,4.89,,4,27.9,4,86,86,22.1,13.1
145,2004,54.7,483,3,4.8,,4,27.2,4,81,81,24,13.7
145,2003,55,471,3,5.28,,262,26.5,4,82,79,24.7,14.3
145,2002,55.7,452,3,05.09,,1278,25.8,4,78,77,24.6,14.8
145,2001,56.5,426,3,05.09,,416,25.1,4,79,78,23.9,15.4
145,2000,57.4,41,3,5.73,,469,24.5,4,8,79,22.8,15.9
225,2013,,,0,0.01,87,0,87.3,0,87,87,0.1,0.1
49,2015,69.2,165,17,,91,1599,19.1,21,9,91,0.1,16.1
49,2014,69.6,158,18,0.01,92,1279,18.5,22,92,92,0.1,16.3
49,2013,69.3,162,19,0.27,92,1861,18,24,92,92,0.1,16.5
49,2012,68.9,167,20,0.26,9,3362,17.4,25,9,9,0.2,16.7
49,2011,68.4,172,22,0.27,92,2359,16.9,27,92,92,0.2,16.9
49,2010,68,178,23,0.24,82,190,16.4,30,83,82,0.2,17.2
49,2009,67.5,183,25,0.22,89,189,15.9,32,93,89,0.2,17.4
49,2008,67,189,27,0.21,82,2089,15.4,35,82,82,0.2,17.6
49,2007,66.6,194,29,0.2,82,1415,14.9,38,82,82,0.2,17.8
49,2006,66,21,31,0.2,69,2838,14.4,41,91,89,0.2,18
49,2005,65.4,28,33,0.2,41,5023,13.9,44,78,75,0.2,18.2
49,2004,64.7,218,35,0.21,27,12074,13.4,47,8,8,0.2,18.4
49,2003,64.3,22,38,0.2,2,13344,12.9,50,76,78,0.1,18.6
49,2002,63.1,238,40,0.19,,6749,12.4,54,72,72,0.1,18.8
49,2001,63.2,23,43,0.09,,10849,11.9,58,73,72,0.1,19
49,2000,62.5,238,46,0.08,,9397,11.4,62,74,74,0.1,19.2
71,2015,81.9,57,1,,94,7,62.1,1,95,95,0.1,0.9
71,2014,81.7,58,1,0.01,92,140,61.6,1,96,96,0.1,0.9
71,2013,81.4,6,1,8.68,51,2632,61,1,97,97,0.1,0.9
71,2012,81.1,62,1,09.05,2,10,6.5,1,97,97,0.1,0.9
71,2011,81.1,63,1,8.96,2,51,59.9,1,97,97,0.1,0.9
71,2010,88,64,1,9.33,,15,59.3,1,97,97,0.1,0.9
71,2009,86,65,1,9.23,,15,58.6,1,97,97,0.1,0.9
71,2008,83,68,1,9.62,,109,57.9,1,97,97,0.1,0.9
71,2007,82,68,1,9.53,,10,57.3,1,97,97,0.1,1
71,2006,79.8,71,1,9.79,,1,56.5,1,96,96,0.1,1
